ID,Sura_No,Verse_No,Column5,Word_No,Word,Without_Diacritics,Segmented_Word,Morph_tag,Morph_type,Punctuation_Mark,Invariable_Declinable,Syntactic_Role,Possessive_Construct,Case_Mood,Case_Mood_Marker,Phrase,Phrasal_Function,Notes
73356,68,41,5,2,بِشُرَكَائِهِمْ,بشركائهم,شركائ,NOUN_CONCRETE,Stem,,معرب,اسم مجرور,مضاف,مجرور,الكسرة,,,
73356,68,41,5,3,بِشُرَكَائِهِمْ,بشركائهم,هم,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
73356,68,41,5,4,بِشُرَكَائِهِمْ,بشركائهم,None,None,Other_i3rab,,معرب,,غير مضاف,مجزوم,حذف النون,,,
73357,68,41,6,1,إِنْ,إن,إن,SUBJUNC_PART,Stem,,مبني,حرف شرط,غير مضاف,مبني,السكون,,,
73358,68,41,7,1,كَانُوا,كانوا,كان,PV,Stem,,مبني,فعل ماضٍ ناسخ,غير مضاف,مبني,الضمة,,,
73358,68,41,7,2,كَانُوا,كانوا,وا,SUBJ_PRON,Suffix,,ضمير متصل,اسم فعل ناسخ,غير مضاف,مرفوع,السكون,,,
73359,68,41,8,1,صَادِقِينَ,صادقين,صادق,NOUN_ACTIVE_PART,Stem,,معرب,خبر فعل ناسخ,غير مضاف,منصوب,الياء,,,
73359,68,41,8,2,صَادِقِينَ,صادقين,ين,NSUFF_MASC_DU_GEN,Suffix,,None,,,,,,,
73360,68,42,1,1,يَوْمَ,يوم,يوم,ADV,Stem,,معرب,ظرف زمان,مضاف,منصوب,الفتحة,,,
73360,68,42,1,2,يَوْمَ,يوم,(null),CASE_DEF_ACC,Suffix,,None,,,,,,,
73361,68,42,2,1,يُكْشَفُ,يكشف,ي,IMPERF_PREF,Prefix,,None,,,,,,,
73361,68,42,2,2,يُكْشَفُ,يكشف,كشف,IV_PASS,Stem,,معرب,فعل مضارع مبني للمجهول,غير مضاف,مرفوع,الضمة,,,
73362,68,42,3,1,عَنْ,عن,عن,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,شبه جملة,خبر,
73363,68,42,4,1,سَاقٍ,ساق,ساق,NOUN_CONCRETE,Stem,,معرب,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
73364,68,42,5,1,وَيُدْعَوْنَ,ويدعون,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
73364,68,42,5,2,وَيُدْعَوْنَ,ويدعون,ي,IMPERF_PREF,Prefix,,None,,,,,,,
73364,68,42,5,3,وَيُدْعَوْنَ,ويدعون,دع,IV_PASS,Stem,,معرب,فعل مضارع مبني للمجهول,غير مضاف,مرفوع,ثبوت النون,,,
73364,68,42,5,4,وَيُدْعَوْنَ,ويدعون,و,SUBJ_PRON,Suffix,,ضمير متصل,نائب فاعل,غير مضاف,مرفوع,السكون,,,
73364,68,42,5,5,وَيُدْعَوْنَ,ويدعون,ن,NOON_V5,Suffix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
73365,68,42,6,1,إِلَى,إلى,إلى,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
73366,68,42,7,1,السُّجُودِ,السجود,ال,DET,Prefix,,ال التعريف,,,,,,,
73366,68,42,7,2,السُّجُودِ,السجود,سجود,GERUND,Stem,,معرب,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
73367,68,42,8,1,فَلَا,فلا,ف,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
73367,68,42,8,2,فَلَا,فلا,لا,NEG_PART,Stem,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
73368,68,42,9,1,يَسْتَطِيعُونَ,يستطيعون,ي,IV3MP,Prefix,,معرب,,غير مضاف,مرفوع,ثبوت النون,,,
73368,68,42,9,2,يَسْتَطِيعُونَ,يستطيعون,ستطيع,IV,Stem,,ضمير متصل,فعل مضارع,غير مضاف,مرفوع,السكون,,,
73368,68,42,9,3,يَسْتَطِيعُونَ,يستطيعون,ون,SUBJ_PRON,Suffix,,مبني,فاعل,غير مضاف,مبني,الفتحة,,,
73369,68,43,1,1,خَاشِعَةً,خاشعة,خاشع,NOUN_ACTIVE_PART,Stem,,معرب,حال,غير مضاف,منصوب,الفتحة,,,
73369,68,43,1,2,خَاشِعَةً,خاشعة,ة,NSUFF_FEM_SG,Suffix,,None,,,,,,,
73370,68,43,2,1,أَبْصَارُهُمْ,أبصارهم,أبصار,NOUN_ABSTRACT,Stem,,معرب,فاعل,مضاف,مرفوع,الضمة,,,"أبصار: فاعل لاسم الفاعل ""خاشعة"" مرفوع وعلامة رفعه الضمة، و ""الهاء"": ضمير متصل مبنيّ في محلّ جرّ بالإضافة."
73370,68,43,2,2,أَبْصَارُهُمْ,أبصارهم,هم,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
73371,68,43,3,1,تَرْهَقُهُمْ,ترهقهم,ت,IMPERF_PREF,Prefix,,None,,,,,,,
73371,68,43,3,2,تَرْهَقُهُمْ,ترهقهم,رهق,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,الضمة,,,
73371,68,43,3,3,تَرْهَقُهُمْ,ترهقهم,هم,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,السكون,,,
73372,68,43,4,1,ذِلَّةٌ,ذلة,ذل,GERUND,Stem,,معرب,فاعل,مضاف,مرفوع,الضمة,,,
73372,68,43,4,2,ذِلَّةٌ,ذلة,ة,NSUFF_FEM_SG,Suffix,,None,,,,,,,
73373,68,43,5,1,وَقَدْ,وقد,و,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
73373,68,43,5,2,وَقَدْ,وقد,قد,CERT_PART,Stem,,مبني,أداة تحقيق,غير مضاف,مبني,السكون,,,
73374,68,43,6,1,كَانُوا,كانوا,كان,PV,Stem,,مبني,فعل ماضٍ ناسخ,غير مضاف,مبني,الضمة,,,
73374,68,43,6,2,كَانُوا,كانوا,وا,SUBJ_PRON,Suffix,,ضمير متصل,اسم فعل ناسخ,غير مضاف,مرفوع,السكون,,,
73375,68,43,7,1,يُدْعَوْنَ,يدعون,ي,IMPERF_PREF,Prefix,,معرب,,غير مضاف,مرفوع,ثبوت النون,,,
73375,68,43,7,2,يُدْعَوْنَ,يدعون,دع,IV_PASS,Stem,,ضمير متصل,فعل مضارع مبني للمجهول,غير مضاف,مرفوع,السكون,جملة فعلية,خبر فعل ناسخ,
73375,68,43,7,3,يُدْعَوْنَ,يدعون,ون,SUBJ_PRON,Suffix,,مبني,نائب فاعل,غير مضاف,مبني,الفتحة,,,
73376,68,43,8,1,إِلَى,إلى,إلى,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
73377,68,43,9,1,السُّجُودِ,السجود,ال,DET,Prefix,,ال التعريف,,,,,,,
73377,68,43,9,2,السُّجُودِ,السجود,سجود,GERUND,Stem,,معرب,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
73378,68,43,10,1,وَهُمْ,وهم,و,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
73378,68,43,10,2,وَهُمْ,وهم,هم,PRON,Stem,,ضمير منفصل مبني,مبتدأ,غير مضاف,مرفوع,السكون,,,
73379,68,43,11,1,سَالِمُونَ,سالمون,سالم,NOUN_ACTIVE_PART,Stem,,معرب,خبر,غير مضاف,مرفوع,الواو,,,
73379,68,43,11,2,سَالِمُونَ,سالمون,ون,NSUFF_MASC_PL_NOM,Suffix,,None,,,,,,,
73380,68,44,1,1,فَذَرْنِي,فذرني,ف,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
73380,68,44,1,2,فَذَرْنِي,فذرني,ذر,CV,Stem,,مبني,فعل أمر,غير مضاف,مبني,السكون,,,
73380,68,44,1,3,فَذَرْنِي,فذرني,ن,PROTECT_NUN,Suffix,,مبني,حرف غير عامل,غير مضاف,مبني,الكسرة,,,
73380,68,44,1,4,فَذَرْنِي,فذرني,ي,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,السكون,,,
73381,68,44,2,1,وَمَنْ,ومن,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
73381,68,44,2,2,وَمَنْ,ومن,من,REL_PRON,Stem,,اسم موصول,اسم معطوف,غير مضاف,منصوب,السكون,,,
73382,68,44,3,1,يُكَذِّبُ,يكذب,ي,IMPERF_PREF,Prefix,,None,,,,,,,
73382,68,44,3,2,يُكَذِّبُ,يكذب,كذب,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,الضمة,,,
73383,68,44,4,1,بِهَذَا,بهذا,ب,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,
73383,68,44,4,2,بِهَذَا,بهذا,هذا,DEM_PRON,Stem,,اسم إشارة,اسم مجرور,غير مضاف,مجرور,السكون,,,
73384,68,44,5,1,الْحَدِيثِ,الحديث,ال,DET,Prefix,,ال التعريف,,,,,,,
73384,68,44,5,2,الْحَدِيثِ,الحديث,حديث,NOUN_ABSTRACT,Stem,,معرب,بدل,غير مضاف,مجرور,الكسرة,,,
73384,68,44,5,3,الْحَدِيثِ,الحديث,(null),CASE_INDEF_GEN,Suffix,,None,,,,,,,
73385,68,44,6,1,سَنَسْتَدْرِجُهُمْ,سنستدرجهم,س,FUTURE_PART,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
73385,68,44,6,2,سَنَسْتَدْرِجُهُمْ,سنستدرجهم,ن,IMPERF_PREF,Prefix,,None,,,,,,,
73385,68,44,6,3,سَنَسْتَدْرِجُهُمْ,سنستدرجهم,ستدرج,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,الضمة,,,
73385,68,44,6,4,سَنَسْتَدْرِجُهُمْ,سنستدرجهم,هم,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,السكون,,,
73386,68,44,7,1,مِنْ,من,من,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
73387,68,44,8,1,حَيْثُ,حيث,حيث,ADV,Stem,,مبني,ظرف زمان,مضاف,مجرور,الضمة,,,
73388,68,44,9,1,لَا,لا,لا,NEG_PART,Stem,,مبني,حرف غير عامل,غير مضاف,مبني,السكون,,,
73389,68,44,10,1,يَعْلَمُونَ,يعلمون,ي,IMPERF_PREF,Prefix,,معرب,,غير مضاف,مرفوع,ثبوت النون,,,
73389,68,44,10,2,يَعْلَمُونَ,يعلمون,علم,IV,Stem,,ضمير متصل,فعل مضارع,غير مضاف,مرفوع,السكون,,,
73389,68,44,10,3,يَعْلَمُونَ,يعلمون,ون,SUBJ_PRON,Suffix,,مبني,فاعل,غير مضاف,مبني,الفتحة,,,
73390,68,45,1,1,وَأُمْلِي,وأملي,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
73390,68,45,1,2,وَأُمْلِي,وأملي,أ,IMPERF_PREF,Prefix,,None,,,,,,,
73390,68,45,1,3,وَأُمْلِي,وأملي,ملي,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,ضمة مقدرة,,,
73391,68,45,2,1,لَهُمْ,لهم,ل,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الفتحة,,,
73391,68,45,2,2,لَهُمْ,لهم,هم,PRON,Stem,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,السكون,,,
73392,68,45,3,1,إِنَّ,إن,إن,ANNUL_PART,Stem,,مبني,حرف ناسخ (إنّ وأخواتها),غير مضاف,مبني,الفتحة,,,
73393,68,45,4,1,كَيْدِي,كيدي,كيد,GERUND,Stem,,معرب,اسم حرف ناسخ,مضاف,منصوب,فتحة مقدرة,,,
73393,68,45,4,2,كَيْدِي,كيدي,ي,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
73394,68,45,5,1,مَتِينٌ,متين,متين,ADJ_QUALIT,Stem,,معرب,خبر حرف ناسخ,غير مضاف,مرفوع,الضمة,,,
73395,68,46,1,1,أَمْ,أم,أم,CONJ,Stem,,مبني,حرف عطف,غير مضاف,مبني,السكون,,,
73396,68,46,2,1,تَسْأَلُهُمْ,تسألهم,ت,IMPERF_PREF,Prefix,,None,,,,,,,
73396,68,46,2,2,تَسْأَلُهُمْ,تسألهم,سأل,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,الضمة,,,
73396,68,46,2,3,تَسْأَلُهُمْ,تسألهم,هم,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,السكون,,,
73397,68,46,3,1,أَجْرَاً,أجرا,أجر,GERUND,Stem,,معرب,مفعول به,غير مضاف,منصوب,الفتحة,,,
73397,68,46,3,2,أَجْرَاً,أجرا,ا,CASE_INDEF_(ACC_GEN),Suffix,,None,,,,,,,
73398,68,46,4,1,فَهُمْ,فهم,ف,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
73398,68,46,4,2,فَهُمْ,فهم,هم,PRON,Stem,,ضمير منفصل مبني,مبتدأ,غير مضاف,مرفوع,السكون,,,
73399,68,46,5,1,مِنْ,من,من,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
73400,68,46,6,1,مَغْرَمٍ,مغرم,مغرم,GERUND_MEEM,Stem,,معرب,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
73401,68,46,7,1,مُثْقَلُونَ,مثقلون,مثقل,NOUN_PASSIVE_PART,Stem,,معرب,خبر,غير مضاف,مرفوع,الواو,,,
73401,68,46,7,2,مُثْقَلُونَ,مثقلون,ون,NSUFF_MASC_PL_NOM,Suffix,,None,,,,,,,
73402,68,47,1,1,أَمْ,أم,أم,CONJ,Stem,,مبني,حرف عطف,غير مضاف,مبني,السكون,,,
73403,68,47,2,1,عِنْدَهُمُ,عندهم,عند,ADV,Stem,,مبني,ظرف مكان,مضاف,منصوب,الفتحة,شبه جملة,خبر,
73403,68,47,2,2,عِنْدَهُمُ,عندهم,هم,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
73404,68,47,3,1,الْغَيْبُ,الغيب,ال,DET,Prefix,,ال التعريف,,,,,,,
73404,68,47,3,2,الْغَيْبُ,الغيب,غيب,GERUND,Stem,,معرب,مبتدأ مؤخر,غير مضاف,مرفوع,الضمة,,,
73405,68,47,4,1,فَهُمْ,فهم,ف,CONJ,Prefix,,مبني,,غير مضاف,مبني,الفتحة,,,
73405,68,47,4,2,فَهُمْ,فهم,هم,PRON,Stem,,ضمير منفصل مبني,,غير مضاف,مرفوع,السكون,,,
73406,68,47,5,1,يَكْتُبُونَ,يكتبون,ي,IMPERF_PREF,Prefix,,معرب,,غير مضاف,مرفوع,ثبوت النون,,,
73406,68,47,5,2,يَكْتُبُونَ,يكتبون,كتب,IV,Stem,,ضمير متصل,فعل مضارع,غير مضاف,مرفوع,السكون,جملة فعلية,خبر,
73406,68,47,5,3,يَكْتُبُونَ,يكتبون,ون,SUBJ_PRON,Suffix,,مبني,فاعل,غير مضاف,مبني,الفتحة,,,
73407,68,48,1,1,فَاصْبِرْ,فاصبر,ف,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,الفاء الفصيحة 
73407,68,48,1,2,فَاصْبِرْ,فاصبر,ا,CV_PREF,Prefix,,None,,,,,,,
73407,68,48,1,3,فَاصْبِرْ,فاصبر,صبر,CV,Stem,,مبني,فعل أمر,غير مضاف,مبني,السكون,,,
73408,68,48,2,1,لِحُكْمِ,لحكم,ل,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,
73408,68,48,2,2,لِحُكْمِ,لحكم,حكم,GERUND,Stem,,معرب,اسم مجرور,مضاف,مجرور,الكسرة,,,
73409,68,48,3,1,رَبِّكَ,ربك,رب,NOUN_CONCRETE,Stem,,معرب,مضاف إليه,مضاف,مجرور,الكسرة,,,
73409,68,48,3,2,رَبِّكَ,ربك,ك,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,الفتحة,,,
73410,68,48,4,1,وَلَا,ولا,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
73410,68,48,4,2,وَلَا,ولا,لا,NEG_PART,Stem,,مبني,حرف جزم,غير مضاف,مبني,السكون,,,
73411,68,48,5,1,تَكُنْ,تكن,ت,IV3FS,Prefix,,None,,,,,,,
73411,68,48,5,2,تَكُنْ,تكن,كن,IV,Stem,,معرب,فعل مضارع ناسخ,غير مضاف,مجزوم,السكون,,,واسم تكن ضمير مستتر  تَقدبره انت
73412,68,48,6,1,كَصَاحِبِ,كصاحب,ك,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الفتحة,شبه جملة,خبر فعل ناسخ,
73412,68,48,6,2,كَصَاحِبِ,كصاحب,صاحب,NOUN_ACTIVE_PART,Stem,,معرب,اسم مجرور,مضاف,مجرور,الكسرة,,,
73413,68,48,7,1,الْحُوتِ,الحوت,ال,DET,Prefix,,ال التعريف,,,,,,,
73413,68,48,7,2,الْحُوتِ,الحوت,حوت,NOUN_CONCRETE,Stem,,معرب,مضاف إليه,غير مضاف,مجرور,الكسرة,,,
73414,68,48,8,1,إِذْ,إذ,إذ,ADV,Stem,,مبني,ظرف زمان,مضاف,منصوب,السكون,,,
73415,68,48,9,1,نَادَى,نادى,نادى,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,فتحة مقدرة,,,
73416,68,48,10,1,وَهُوَ,وهو,و,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
73416,68,48,10,2,وَهُوَ,وهو,هو,PRON,Stem,,ضمير منفصل مبني,مبتدأ,غير مضاف,مرفوع,الفتحة,,,
73417,68,48,11,1,مَكْظُومٌ,مكظوم,مكظوم,NOUN_PASSIVE_PART,Stem,,معرب,خبر,غير مضاف,مرفوع,الضمة,,,
73418,68,49,1,1,لَوْلَا,لولا,لولا,REL_ADV,Stem,,مبني,حرف شرط,غير مضاف,مبني,السكون,,,
73419,68,49,2,1,أَنْ,أن,أن,SUBJUNC_PART,Stem,,مبني,حرف مصدري ونصب,غير مضاف,مبني,السكون,,,
73420,68,49,3,1,تَدَارَكَهُ,تداركه,تدارك,PV,Stem,,معرب,فعل مضارع,غير مضاف,منصوب,الفتحة,,,
73420,68,49,3,2,تَدَارَكَهُ,تداركه,ه,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,الضمة,,,
73421,68,49,4,1,نِعْمَةٌ,نعمة,نعم,NOUN_ABSTRACT,Stem,,معرب,فاعل,غير مضاف,مرفوع,الضمة,,,
73421,68,49,4,2,نِعْمَةٌ,نعمة,ة,NSUFF_FEM_SG,Suffix,,None,,,,,,,
73422,68,49,5,1,مِنْ,من,من,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
73423,68,49,6,1,رَبِّهِ,ربه,رب,NOUN_CONCRETE,Stem,,معرب,اسم مجرور,مضاف,مجرور,الكسرة,,,
73423,68,49,6,2,رَبِّهِ,ربه,ه,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,الكسرة,,,
73424,68,49,7,1,لَنُبِذَ,لنبذ,ل,PREP,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
73424,68,49,7,2,لَنُبِذَ,لنبذ,نبذ,GERUND,Stem,,مبني,فعل ماضٍ مبني للمجهول,غير مضاف,مبني,الفتحة,,,
73425,68,49,8,1,بِالْعَرَاءِ,بالعراء,ب,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,
73425,68,49,8,2,بِالْعَرَاءِ,بالعراء,ال,DET,Prefix,,ال التعريف,,,,,,,
73425,68,49,8,3,بِالْعَرَاءِ,بالعراء,عراء,NOUN_CONCRETE,Stem,,معرب,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
73426,68,49,9,1,وَهُوَ,وهو,و,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
73426,68,49,9,2,وَهُوَ,وهو,هو,PRON,Stem,,ضمير منفصل مبني,مبتدأ,غير مضاف,مرفوع,الفتحة,,,
73427,68,49,10,1,مَذْمُومٌ,مذموم,مذموم,NOUN_PASSIVE_PART,Stem,,معرب,خبر,غير مضاف,مرفوع,الضمة,,,
73428,68,50,1,1,فَاجْتَبَاهُ,فاجتباه,ف,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
73428,68,50,1,2,فَاجْتَبَاهُ,فاجتباه,اجتبا,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,فتحة مقدرة,,,
73428,68,50,1,3,فَاجْتَبَاهُ,فاجتباه,ه,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,الضمة,,,
73429,68,50,2,1,رَبُّهُ,ربه,رب,NOUN_CONCRETE,Stem,,معرب,فاعل,مضاف,مرفوع,الضمة,,,
73429,68,50,2,2,رَبُّهُ,ربه,ه,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,الضمة,,,
73430,68,50,3,1,فَجَعَلَهُ,فجعله,ف,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
73430,68,50,3,2,فَجَعَلَهُ,فجعله,جعل,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الفتحة,,,
73430,68,50,3,3,فَجَعَلَهُ,فجعله,ه,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,الضمة,,,
73431,68,50,4,1,مِنَ,من,من,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
73432,68,50,5,1,الصَّالِحِينَ,الصالحين,ال,DET,Prefix,,ال التعريف,,,,,,,
73432,68,50,5,2,الصَّالِحِينَ,الصالحين,صالح,NOUN_ACTIVE_PART,Stem,,معرب,اسم مجرور,غير مضاف,مجرور,الياء,,,
73432,68,50,5,3,الصَّالِحِينَ,الصالحين,ين,NSUFF_MASC_PL_GEN,Suffix,,None,,,,,,,
73433,68,51,1,1,وَإِنْ,وإن,و,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
73433,68,51,1,2,وَإِنْ,وإن,إن,CONDITION_PART,Stem,,مبني,حرف ناسخ (إنّ وأخواتها),غير مضاف,مبني,فتحة مقدرة,,,"إن: مخففة من ""إن"" الثقيلة غير عاملة."
73434,68,51,2,1,يَكَادُ,يكاد,ي,IV3MS,Prefix,,None,,,,,,,
73434,68,51,2,2,يَكَادُ,يكاد,كاد,IV,Stem,,معرب,فعل مضارع ناسخ,غير مضاف,مرفوع,الضمة,,,
73435,68,51,3,1,الَّذِينَ,الذين,الذين,REL_PRON,Stem,,اسم موصول,اسم فعل ناسخ,غير مضاف,مرفوع,الفتحة,,,"يزلقونك"" في محلّ نصب خبر ""يكاد""."
73436,68,51,4,1,كَفَرُوا,كفروا,كفر,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الضمة,,,
73436,68,51,4,2,كَفَرُوا,كفروا,وا,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
73437,68,51,5,1,لَيُزْلِقُونَكَ,ليزلقونك,ل,OTHER,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,اللام: حرف للتوكيد.
73437,68,51,5,2,لَيُزْلِقُونَكَ,ليزلقونك,ي,IMPERF_PREF,Prefix,,None,,,,,,,
73437,68,51,5,3,لَيُزْلِقُونَكَ,ليزلقونك,زلق,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,ثبوت النون,,,
73437,68,51,5,4,لَيُزْلِقُونَكَ,ليزلقونك,و,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
73437,68,51,5,5,لَيُزْلِقُونَكَ,ليزلقونك,ن,NOON_V5,Suffix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
73437,68,51,5,6,لَيُزْلِقُونَكَ,ليزلقونك,ك,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,الفتحة,,,
73438,68,51,6,1,بِأَبْصَارِهِمْ,بأبصارهم,ب,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,
73438,68,51,6,2,بِأَبْصَارِهِمْ,بأبصارهم,أبصار,NOUN_ABSTRACT,Stem,,معرب,اسم مجرور,مضاف,مجرور,الكسرة,,,
73438,68,51,6,3,بِأَبْصَارِهِمْ,بأبصارهم,هم,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
73439,68,51,7,1,لَمَّا,لما,لما,ADV,Stem,,اسم شرط,ظرف زمان,مضاف,منصوب,السكون,,,
73440,68,51,8,1,سَمِعُوا,سمعوا,سمع,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الضمة,,,
73440,68,51,8,2,سَمِعُوا,سمعوا,وا,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
73441,68,51,9,1,الذِّكْرَ,الذكر,ال,DET,Prefix,,ال التعريف,,,,,,,
73441,68,51,9,2,الذِّكْرَ,الذكر,ذكر,GERUND,Stem,,معرب,مفعول به,غير مضاف,منصوب,الفتحة,,,
73442,68,51,10,1,وَيَقُولُونَ,ويقولون,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
73442,68,51,10,2,وَيَقُولُونَ,ويقولون,ي,IMPERF_PREF,Prefix,,None,,,,,,,
73442,68,51,10,3,وَيَقُولُونَ,ويقولون,قول,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,ثبوت النون,,,
73442,68,51,10,4,وَيَقُولُونَ,ويقولون,ون,SUBJ_PRON,Suffix,,None,فاعل,,,,,,
73442,68,51,10,5,وَيَقُولُونَ,ويقولون,None,None,Other_i3rab,,ضمير متصل,,غير مضاف,مرفوع,السكون,,,
73442,68,51,10,6,وَيَقُولُونَ,ويقولون,None,None,Other_i3rab,,مبني,,غير مضاف,مبني,الفتحة,,,
73443,68,51,11,1,إِنَّهُ,إنه,إن,ANNUL_PART,Stem,,مبني,حرف ناسخ (إنّ وأخواتها),غير مضاف,مبني,الفتحة,,,
73443,68,51,11,2,إِنَّهُ,إنه,ه,PRON_3MS,Suffix,,ضمير متصل,اسم حرف ناسخ,غير مضاف,منصوب,الضمة,,,
73444,68,51,12,1,لَمَجْنُونٌ,لمجنون,ل,OTHER,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
73444,68,51,12,2,لَمَجْنُونٌ,لمجنون,مجنون,NOUN_PASSIVE_PART,Stem,,معرب,خبر حرف ناسخ,غير مضاف,مرفوع,الضمة,,,
73445,68,52,1,1,وَمَا,وما,و,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
73445,68,52,1,2,وَمَا,وما,ما,NEG_PART,Stem,,مبني,حرف غير عامل,غير مضاف,مبني,السكون,,,
73446,68,52,2,1,هُوَ,هو,هو,PRON,Stem,,ضمير منفصل مبني,مبتدأ,غير مضاف,مرفوع,الفتحة,,,
73447,68,52,3,1,إِلَّا,إلا,إلا,EXCEPT_PART,Stem,,مبني,حرف غير عامل,غير مضاف,مبني,السكون,,,
